"iso3c","year","cpi","cpi2","cpi_i","cpi_ii"
"AFG",1987,NA,NA,44.1779220815015,44.1779220815015
"AFG",1988,NA,NA,42.8848484882715,42.8848484882715
"AFG",1989,NA,NA,41.5917748950419,41.5917748950419
"AFG",1990,NA,NA,40.2987013018123,40.2987013018123
"AFG",1991,NA,NA,39.0056277085823,39.0056277085823
"AFG",1992,NA,NA,37.7125541153528,37.7125541153528
"AFG",1993,NA,NA,36.4194805221227,36.4194805221227
"AFG",1994,NA,NA,35.1264069288932,35.1264069288932
"AFG",1995,NA,NA,33.8333333356636,33.8333333356636
"AFG",1996,NA,NA,32.5402597424336,32.5402597424336
"AFG",1997,NA,NA,31.247186149204,31.247186149204
"AFG",1998,NA,NA,29.954112555974,29.954112555974
"AFG",1999,NA,NA,28.6610389627444,28.6610389627444
"AFG",2000,NA,NA,27.3679653695149,27.3679653695149
"AFG",2001,NA,NA,26.0748917762849,26.0748917762849
"AFG",2002,NA,NA,24.7818181830553,24.7818181830553
"AFG",2003,NA,NA,23.4887445898257,23.4887445898257
"AFG",2004,NA,NA,22.1956709965957,22.1956709965957
"AFG",2005,25,25,20.9025974033661,25
"AFG",2006,NA,NA,19.6095238101361,19.6095238101361
"AFG",2007,18,18,18.3164502169066,18
"AFG",2008,15,15,17.023376623677,15
"AFG",2009,13,13,15.730303030447,13
"AFG",2010,14,14,14.4372294372174,14
"AFG",2011,15.2,15.2,13.1441558439874,15.2
"AFG",2012,8,8,11.8510822507578,8
"AFG",2013,8,8,10.5580086575283,8
"AFG",2014,12,12,9.26493506429824,12
"AFG",2015,11,11,7.97186147106868,11
"AGO",1987,NA,NA,17.7150090413406,17.7150090413406
"AGO",1988,NA,NA,17.7990054247161,17.7990054247161
"AGO",1989,NA,NA,17.8830018080921,17.8830018080921
"AGO",1990,NA,NA,17.9669981914685,17.9669981914685
"AGO",1991,NA,NA,18.050994574844,18.050994574844
"AGO",1992,NA,NA,18.13499095822,18.13499095822
"AGO",1993,NA,NA,18.2189873415955,18.2189873415955
"AGO",1994,NA,NA,18.3029837249719,18.3029837249719
"AGO",1995,NA,NA,18.3869801083479,18.3869801083479
"AGO",1996,NA,NA,18.4709764917234,18.4709764917234
"AGO",1997,NA,NA,18.5549728750993,18.5549728750993
"AGO",1998,NA,NA,18.6389692584748,18.6389692584748
"AGO",1999,NA,NA,18.7229656418513,18.7229656418513
"AGO",2000,17,17,18.8069620252272,17
"AGO",2001,NA,NA,18.8909584086027,18.8909584086027
"AGO",2002,17,17,18.9749547919787,17
"AGO",2003,18,18,19.0589511753551,18
"AGO",2004,20,20,19.1429475587306,20
"AGO",2005,20,20,19.2269439421066,20
"AGO",2006,22,22,19.3109403254821,22
"AGO",2007,22,22,19.3949367088585,22
"AGO",2008,19,19,19.4789330922345,19
"AGO",2009,19,19,19.56292947561,19
"AGO",2010,19,19,19.6469258589859,19
"AGO",2011,20.1,20.1,19.7309222423614,20.1
"AGO",2012,22,22,19.8149186257378,22
"AGO",2013,23,23,19.8989150091138,23
"AGO",2014,19,19,19.9829113924893,19
"AGO",2015,15,15,20.0669077758653,15
"ALB",1987,NA,NA,12.558917878574,12.558917878574
"ALB",1988,NA,NA,13.3612061591575,13.3612061591575
"ALB",1989,NA,NA,14.163494439741,14.163494439741
"ALB",1990,NA,NA,14.9657827203246,14.9657827203246
"ALB",1991,NA,NA,15.7680710009081,15.7680710009081
"ALB",1992,NA,NA,16.5703592814916,16.5703592814916
"ALB",1993,NA,NA,17.3726475620742,17.3726475620742
"ALB",1994,NA,NA,18.1749358426578,18.1749358426578
"ALB",1995,NA,NA,18.9772241232422,18.9772241232422
"ALB",1996,NA,NA,19.7795124038257,19.7795124038257
"ALB",1997,NA,NA,20.5818006844092,20.5818006844092
"ALB",1998,NA,NA,21.3840889649937,21.3840889649937
"ALB",1999,23,23,22.1863772455772,23
"ALB",2000,NA,NA,22.9886655261607,22.9886655261607
"ALB",2001,NA,NA,23.7909538067433,23.7909538067433
"ALB",2002,25,25,24.5932420873278,25
"ALB",2003,25,25,25.3955303679113,25
"ALB",2004,25,25,26.1978186484939,25
"ALB",2005,24,24,27.0001069290774,24
"ALB",2006,26,26,27.8023952096619,26
"ALB",2007,29,29,28.6046834902454,29
"ALB",2008,34,34,29.4069717708289,34
"ALB",2009,32,32,30.2092600514125,32
"ALB",2010,33,33,31.0115483319969,33
"ALB",2011,30.5,30.5,31.8138366125795,30.5
"ALB",2012,33,33,32.616124893163,33
"ALB",2013,31,31,33.4184131737475,31
"ALB",2014,33,33,34.2207014543301,33
"ALB",2015,36,36,35.0229897349136,36
"ARE",1987,NA,NA,36.3076923089366,36.3076923089366
"ARE",1988,NA,NA,37.5461538473537,37.5461538473537
"ARE",1989,NA,NA,38.7846153857727,38.7846153857727
"ARE",1990,NA,NA,40.0230769241907,40.0230769241907
"ARE",1991,NA,NA,41.2615384626088,41.2615384626088
"ARE",1992,NA,NA,42.5000000010277,42.5000000010277
"ARE",1993,NA,NA,43.7384615394458,43.7384615394458
"ARE",1994,NA,NA,44.9769230778647,44.9769230778647
"ARE",1995,NA,NA,46.2153846162828,46.2153846162828
"ARE",1996,NA,NA,47.4538461547008,47.4538461547008
"ARE",1997,NA,NA,48.6923076931189,48.6923076931189
"ARE",1998,NA,NA,49.930769231536,49.930769231536
"ARE",1999,NA,NA,51.169230769955,51.169230769955
"ARE",2000,NA,NA,52.407692308373,52.407692308373
"ARE",2001,NA,NA,53.646153846792,53.646153846792
"ARE",2002,NA,NA,54.8846153852101,54.8846153852101
"ARE",2003,52,52,56.123076923629,52
"ARE",2004,61,61,57.3615384620471,61
"ARE",2005,62,62,58.6000000004651,62
"ARE",2006,62,62,59.8384615388832,62
"ARE",2007,57,57,61.0769230773012,57
"ARE",2008,59,59,62.3153846157202,59
"ARE",2009,65,65,63.5538461541373,65
"ARE",2010,63,63,64.7923076925563,63
"ARE",2011,68.2,68.2,66.0307692309743,68.2
"ARE",2012,68,68,67.2692307693924,68
"ARE",2013,69,69,68.5076923078113,69
"ARE",2014,70,70,69.7461538462294,70
"ARE",2015,70,70,70.9846153846484,70
"ARG",1987,NA,NA,27.3147574818813,27.3147574818813
"ARG",1988,NA,NA,27.469556243489,27.469556243489
"ARG",1989,NA,NA,27.6243550050972,27.6243550050972
"ARG",1990,NA,NA,27.7791537667049,27.7791537667049
"ARG",1991,NA,NA,27.9339525283126,27.9339525283126
"ARG",1992,NA,NA,28.0887512899203,28.0887512899203
"ARG",1993,NA,NA,28.243550051528,28.243550051528
"ARG",1994,NA,NA,28.3983488131357,28.3983488131357
"ARG",1995,NA,NA,28.5531475747439,28.5531475747439
"ARG",1996,NA,NA,28.7079463363511,28.7079463363511
"ARG",1997,NA,NA,28.8627450979593,28.8627450979593
"ARG",1998,30,30,29.0175438595666,30
"ARG",1999,30,30,29.1723426211747,30
"ARG",2000,35,35,29.3271413827829,35
"ARG",2001,35,35,29.4819401443901,35
"ARG",2002,28,28,29.6367389059983,28
"ARG",2003,25,25,29.791537667606,25
"ARG",2004,25,25,29.9463364292137,25
"ARG",2005,28,28,30.1011351908214,28
"ARG",2006,29,29,30.2559339524291,29
"ARG",2007,29,29,30.4107327140368,29
"ARG",2008,29,29,30.565531475645,29
"ARG",2009,29,29,30.7203302372527,29
"ARG",2010,29,29,30.8751289988604,29
"ARG",2011,30,30,31.0299277604681,30
"ARG",2012,35,35,31.1847265220758,35
"ARG",2013,34,34,31.339525283684,34
"ARG",2014,34,34,31.4943240452913,34
"ARG",2015,32,32,31.6491228068994,32
"ARM",1987,NA,NA,18.531648308378,18.531648308378
"ARM",1988,NA,NA,19.0825334381943,19.0825334381943
"ARM",1989,NA,NA,19.6334185680116,19.6334185680116
"ARM",1990,NA,NA,20.1843036978289,20.1843036978289
"ARM",1991,NA,NA,20.7351888276453,20.7351888276453
"ARM",1992,NA,NA,21.2860739574626,21.2860739574626
"ARM",1993,NA,NA,21.836959087279,21.836959087279
"ARM",1994,NA,NA,22.3878442170962,22.3878442170962
"ARM",1995,NA,NA,22.9387293469131,22.9387293469131
"ARM",1996,NA,NA,23.4896144767299,23.4896144767299
"ARM",1997,NA,NA,24.0404996065467,24.0404996065467
"ARM",1998,NA,NA,24.5913847363636,24.5913847363636
"ARM",1999,25,25,25.1422698661809,25
"ARM",2000,25,25,25.6931549959977,25
"ARM",2001,NA,NA,26.2440401258145,26.2440401258145
"ARM",2002,NA,NA,26.7949252556314,26.7949252556314
"ARM",2003,30,30,27.3458103854487,30
"ARM",2004,31,31,27.896695515265,31
"ARM",2005,29,29,28.4475806450823,29
"ARM",2006,29,29,28.9984657748992,29
"ARM",2007,30,30,29.549350904716,30
"ARM",2008,29,29,30.1002360345333,29
"ARM",2009,27,27,30.6511211643497,27
"ARM",2010,26,26,31.2020062941669,26
"ARM",2011,26.3,26.3,31.7528914239833,26.3
"ARM",2012,34,34,32.3037765538006,34
"ARM",2013,36,36,32.8546616836175,36
"ARM",2014,37,37,33.4055468134343,37
"ARM",2015,35,35,33.9564319432516,35
"AUS",1987,NA,NA,90.7825937393864,90.7825937393864
"AUS",1988,NA,NA,90.512831097484,90.512831097484
"AUS",1989,NA,NA,90.2430684555818,90.2430684555818
"AUS",1990,NA,NA,89.9733058136799,89.9733058136799
"AUS",1991,NA,NA,89.7035431717775,89.7035431717775
"AUS",1992,NA,NA,89.4337805298755,89.4337805298755
"AUS",1993,NA,NA,89.1640178879732,89.1640178879732
"AUS",1994,NA,NA,88.8942552460712,88.8942552460712
"AUS",1995,NA,NA,88.6244926041693,88.6244926041693
"AUS",1996,NA,NA,88.3547299622669,88.3547299622669
"AUS",1997,NA,NA,88.084967320365,88.084967320365
"AUS",1998,87,87,87.8152046784626,87
"AUS",1999,87,87,87.5454420365606,87
"AUS",2000,83,83,87.2756793946587,83
"AUS",2001,85,85,87.0059167527563,85
"AUS",2002,86,86,86.7361541108544,86
"AUS",2003,88,88,86.4663914689522,88
"AUS",2004,88,88,86.1966288270501,88
"AUS",2005,88,88,85.9268661851479,88
"AUS",2006,87,87,85.6571035432457,87
"AUS",2007,86,86,85.3873409013436,86
"AUS",2008,87,87,85.1175782594419,87
"AUS",2009,87,87,84.8478156175393,87
"AUS",2010,87,87,84.5780529756371,87
"AUS",2011,88.4,88.4,84.3082903337349,88.4
"AUS",2012,85,85,84.0385276918328,85
"AUS",2013,81,81,83.7687650499311,81
"AUS",2014,80,80,83.4990024080284,80
"AUS",2015,79,79,83.2292397661267,79
"AUT",1987,NA,NA,84.1253869970278,84.1253869970278
"AUT",1988,NA,NA,83.8138286894866,83.8138286894866
"AUT",1989,NA,NA,83.5022703819457,83.5022703819457
"AUT",1990,NA,NA,83.1907120744049,83.1907120744049
"AUT",1991,NA,NA,82.8791537668635,82.8791537668635
"AUT",1992,NA,NA,82.5675954593228,82.5675954593228
"AUT",1993,NA,NA,82.2560371517814,82.2560371517814
"AUT",1994,NA,NA,81.9444788442406,81.9444788442406
"AUT",1995,NA,NA,81.6329205366997,81.6329205366997
"AUT",1996,NA,NA,81.3213622291585,81.3213622291585
"AUT",1997,NA,NA,81.0098039216175,81.0098039216175
"AUT",1998,75,75,80.6982456140763,75
"AUT",1999,76,76,80.3866873065354,76
"AUT",2000,77,77,80.0751289989946,77
"AUT",2001,78,78,79.7635706914532,78
"AUT",2002,78,78,79.4520123839122,78
"AUT",2003,80,80,79.1404540763715,80
"AUT",2004,84,84,78.8288957688301,84
"AUT",2005,87,87,78.5173374612893,87
"AUT",2006,86,86,78.2057791537479,86
"AUT",2007,81,81,77.8942208462072,81
"AUT",2008,81,81,77.5826625386662,81
"AUT",2009,79,79,77.271104231125,79
"AUT",2010,79,79,76.9595459235841,79
"AUT",2011,77.9,77.9,76.6479876160429,77.9
"AUT",2012,69,69,76.3364293085019,69
"AUT",2013,69,69,76.0248710009612,69
"AUT",2014,72,72,75.7133126934198,72
"AUT",2015,76,76,75.401754385879,76
"AZE",1987,NA,NA,6.97843137304744,6.97843137304744
"AZE",1988,NA,NA,7.74362745148937,7.74362745148937
"AZE",1989,NA,NA,8.50882352993176,8.50882352993176
"AZE",1990,NA,NA,9.27401960837415,9.27401960837415
"AZE",1991,NA,NA,10.0392156868156,10.0392156868156
"AZE",1992,NA,NA,10.804411765258,10.804411765258
"AZE",1993,NA,NA,11.5696078436999,11.5696078436999
"AZE",1994,NA,NA,12.3348039221423,12.3348039221423
"AZE",1995,NA,NA,13.1000000005847,13.1000000005847
"AZE",1996,NA,NA,13.8651960790266,13.8651960790266
"AZE",1997,NA,NA,14.630392157469,14.630392157469
"AZE",1998,NA,NA,15.3955882359114,15.3955882359114
"AZE",1999,17,17,16.1607843143538,17
"AZE",2000,15,15,16.9259803927962,15
"AZE",2001,20,20,17.6911764712377,20
"AZE",2002,20,20,18.4563725496801,20
"AZE",2003,18,18,19.2215686281224,18
"AZE",2004,19,19,19.9867647065639,19
"AZE",2005,22,22,20.7519607850063,22
"AZE",2006,24,24,21.5171568634487,24
"AZE",2007,21,21,22.2823529418911,21
"AZE",2008,19,19,23.0475490203326,19
"AZE",2009,23,23,23.8127450987749,23
"AZE",2010,24,24,24.5779411772173,24
"AZE",2011,23.8,23.8,25.3431372556588,23.8
"AZE",2012,27,27,26.1083333341012,27
"AZE",2013,28,28,26.8735294125436,28
"AZE",2014,29,29,27.6387254909851,29
"AZE",2015,29,29,28.4039215694274,29
"BDI",1987,NA,NA,28.3254545456446,28.3254545456446
"BDI",1988,NA,NA,27.9927272729121,27.9927272729121
"BDI",1989,NA,NA,27.6600000001804,27.6600000001804
"BDI",1990,NA,NA,27.3272727274484,27.3272727274484
"BDI",1991,NA,NA,26.994545454716,26.994545454716
"BDI",1992,NA,NA,26.661818181984,26.661818181984
"BDI",1993,NA,NA,26.3290909092516,26.3290909092516
"BDI",1994,NA,NA,25.9963636365198,25.9963636365198
"BDI",1995,NA,NA,25.6636363637879,25.6636363637879
"BDI",1996,NA,NA,25.3309090910554,25.3309090910554
"BDI",1997,NA,NA,24.9981818183235,24.9981818183235
"BDI",1998,NA,NA,24.665454545591,24.665454545591
"BDI",1999,NA,NA,24.3327272728593,24.3327272728593
"BDI",2000,NA,NA,24.0000000001273,24.0000000001273
"BDI",2001,NA,NA,23.6672727273949,23.6672727273949
"BDI",2002,NA,NA,23.3345454546629,23.3345454546629
"BDI",2003,NA,NA,23.001818181931,23.001818181931
"BDI",2004,NA,NA,22.6690909091988,22.6690909091988
"BDI",2005,23,23,22.3363636364668,23
"BDI",2006,24,24,22.0036363637344,24
"BDI",2007,25,25,21.6709090910024,25
"BDI",2008,19,19,21.3381818182706,19
"BDI",2009,18,18,21.0054545455382,18
"BDI",2010,18,18,20.6727272728062,18
"BDI",2011,19.4,19.4,20.3400000000738,19.4
"BDI",2012,19,19,20.0072727273418,19
"BDI",2013,21,21,19.6745454546101,21
"BDI",2014,20,20,19.3418181818777,20
"BDI",2015,21,21,19.0090909091457,21
"BEL",1987,NA,NA,50.418472652208,50.418472652208
"BEL",1988,NA,NA,51.4423116615017,51.4423116615017
"BEL",1989,NA,NA,52.4661506707962,52.4661506707962
"BEL",1990,NA,NA,53.4899896800898,53.4899896800898
"BEL",1991,NA,NA,54.5138286893825,54.5138286893825
"BEL",1992,NA,NA,55.5376676986762,55.5376676986762
"BEL",1993,NA,NA,56.5615067079689,56.5615067079689
"BEL",1994,NA,NA,57.5853457172625,57.5853457172625
"BEL",1995,NA,NA,58.6091847265561,58.6091847265561
"BEL",1996,NA,NA,59.6330237358507,59.6330237358507
"BEL",1997,NA,NA,60.6568627451443,60.6568627451443
"BEL",1998,54,54,61.6807017544379,54
"BEL",1999,53,53,62.7045407637315,53
"BEL",2000,61,61,63.7283797730252,61
"BEL",2001,66,66,64.7522187823179,66
"BEL",2002,71,71,65.7760577916115,71
"BEL",2003,76,76,66.7998968009051,76
"BEL",2004,75,75,67.8237358101978,75
"BEL",2005,74,74,68.8475748194924,74
"BEL",2006,73,73,69.871413828786,73
"BEL",2007,71,71,70.8952528380796,71
"BEL",2008,73,73,71.9190918473732,73
"BEL",2009,71,71,72.9429308566669,71
"BEL",2010,71,71,73.9667698659605,71
"BEL",2011,74.9,74.9,74.9906088752532,74.9
"BEL",2012,75,75,76.0144478845477,75
"BEL",2013,75,75,77.0382868938414,75
"BEL",2014,76,76,78.0621259031341,76
"BEL",2015,77,77,79.0859649124277,77
"BEN",1987,NA,NA,10.938578088394,10.938578088394
"BEN",1988,NA,NA,11.8550116548276,11.8550116548276
"BEN",1989,NA,NA,12.7714452212622,12.7714452212622
"BEN",1990,NA,NA,13.6878787876967,13.6878787876967
"BEN",1991,NA,NA,14.6043123541303,14.6043123541303
"BEN",1992,NA,NA,15.5207459205649,15.5207459205649
"BEN",1993,NA,NA,16.4371794869994,16.4371794869994
"BEN",1994,NA,NA,17.3536130534339,17.3536130534339
"BEN",1995,NA,NA,18.2700466198685,18.2700466198685
"BEN",1996,NA,NA,19.1864801863021,19.1864801863021
"BEN",1997,NA,NA,20.1029137527357,20.1029137527357
"BEN",1998,NA,NA,21.0193473191694,21.0193473191694
"BEN",1999,NA,NA,21.9357808856039,21.9357808856039
"BEN",2000,NA,NA,22.8522144520384,22.8522144520384
"BEN",2001,NA,NA,23.768648018473,23.768648018473
"BEN",2002,NA,NA,24.6850815849075,24.6850815849075
"BEN",2003,NA,NA,25.6015151513411,25.6015151513411
"BEN",2004,32,32,26.5179487177757,32
"BEN",2005,29,29,27.4343822842102,29
"BEN",2006,25,25,28.3508158506438,25
"BEN",2007,27,27,29.2672494170783,27
"BEN",2008,31,31,30.1836829835129,31
"BEN",2009,29,29,31.1001165499456,29
"BEN",2010,28,28,32.0165501163801,28
"BEN",2011,29.7,29.7,32.9329836828147,29.7
"BEN",2012,36,36,33.8494172492492,36
"BEN",2013,36,36,34.7658508156837,36
"BEN",2014,39,39,35.6822843821183,39
"BEN",2015,37,37,36.5987179485519,37
"BFA",1987,NA,NA,21.7318181819924,21.7318181819924
"BFA",1988,NA,NA,22.2909090910844,22.2909090910844
"BFA",1989,NA,NA,22.8500000001764,22.8500000001764
"BFA",1990,NA,NA,23.4090909092683,23.4090909092683
"BFA",1991,NA,NA,23.9681818183599,23.9681818183599
"BFA",1992,NA,NA,24.5272727274519,24.5272727274519
"BFA",1993,NA,NA,25.0863636365434,25.0863636365434
"BFA",1994,NA,NA,25.6454545456359,25.6454545456359
"BFA",1995,NA,NA,26.2045454547278,26.2045454547278
"BFA",1996,NA,NA,26.7636363638194,26.7636363638194
"BFA",1997,NA,NA,27.3227272729114,27.3227272729114
"BFA",1998,NA,NA,27.8818181820029,27.8818181820029
"BFA",1999,NA,NA,28.4409090910954,28.4409090910954
"BFA",2000,30,30,29.0000000001874,30
"BFA",2001,NA,NA,29.5590909092789,29.5590909092789
"BFA",2002,NA,NA,30.1181818183709,30.1181818183709
"BFA",2003,NA,NA,30.6772727274629,30.6772727274629
"BFA",2004,NA,NA,31.2363636365544,31.2363636365544
"BFA",2005,34,34,31.7954545456469,34
"BFA",2006,32,32,32.3545454547384,32
"BFA",2007,29,29,32.9136363638304,29
"BFA",2008,35,35,33.4727272729224,35
"BFA",2009,36,36,34.0318181820139,36
"BFA",2010,31,31,34.5909090911059,31
"BFA",2011,30.5,30.5,35.1500000001979,30.5
"BFA",2012,38,38,35.7090909092899,38
"BFA",2013,38,38,36.2681818183819,38
"BFA",2014,38,38,36.8272727274734,38
"BFA",2015,38,38,37.3863636365654,38
"BGD",1987,NA,NA,1,1
"BGD",1988,NA,NA,1,1
"BGD",1989,NA,NA,1,1
"BGD",1990,NA,NA,1,1
"BGD",1991,NA,NA,1,1
"BGD",1992,NA,NA,1,1
"BGD",1993,NA,NA,1,1
"BGD",1994,NA,NA,1,1
"BGD",1995,NA,NA,2.3397619047837,2.3397619047837
"BGD",1996,NA,NA,3.69619047621381,3.69619047621381
"BGD",1997,NA,NA,5.05261904764393,5.05261904764393
"BGD",1998,NA,NA,6.40904761907404,6.40904761907404
"BGD",1999,NA,NA,7.76547619050416,7.76547619050416
"BGD",2000,NA,NA,9.12190476193337,9.12190476193337
"BGD",2001,4,4,10.4783333333626,4
"BGD",2002,12,12,11.8347619047927,12
"BGD",2003,13,13,13.1911904762228,13
"BGD",2004,15,15,14.547619047652,15
"BGD",2005,17,17,15.9040476190821,17
"BGD",2006,20,20,17.2604761905122,20
"BGD",2007,20,20,18.6169047619414,20
"BGD",2008,21,21,19.9733333333716,21
"BGD",2009,24,24,21.3297619048017,24
"BGD",2010,24,24,22.6861904762318,24
"BGD",2011,26.6,26.6,24.042619047661,26.6
"BGD",2012,26,26,25.3990476190911,26
"BGD",2013,27,27,26.7554761905203,27
"BGD",2014,25,25,28.1119047619495,25
"BGD",2015,25,25,29.4683333333796,25
"BGR",1987,NA,NA,31.1508427930639,31.1508427930639
"BGR",1988,NA,NA,31.5086343307307,31.5086343307307
"BGR",1989,NA,NA,31.8664258683975,31.8664258683975
"BGR",1990,NA,NA,32.2242174060643,32.2242174060643
"BGR",1991,NA,NA,32.5820089437311,32.5820089437311
"BGR",1992,NA,NA,32.9398004813979,32.9398004813979
"BGR",1993,NA,NA,33.2975920190643,33.2975920190643
"BGR",1994,NA,NA,33.6553835567315,33.6553835567315
"BGR",1995,NA,NA,34.0131750943983,34.0131750943983
"BGR",1996,NA,NA,34.3709666320647,34.3709666320647
"BGR",1997,NA,NA,34.7287581697319,34.7287581697319
"BGR",1998,29,29,35.0865497073983,29
"BGR",1999,33,33,35.4443412450651,33
"BGR",2000,35,35,35.8021327827323,35
"BGR",2001,39,39,36.1599243203987,39
"BGR",2002,40,40,36.5177158580655,40
"BGR",2003,39,39,36.8755073957327,39
"BGR",2004,41,41,37.2332989333991,41
"BGR",2005,40,40,37.5910904710659,40
"BGR",2006,40,40,37.9488820087327,40
"BGR",2007,41,41,38.3066735463995,41
"BGR",2008,36,36,38.6644650840663,36
"BGR",2009,38,38,39.022256621733,38
"BGR",2010,36,36,39.3800481593998,36
"BGR",2011,33.3,33.3,39.7378396970662,33.3
"BGR",2012,41,41,40.0956312347334,41
"BGR",2013,41,41,40.4534227724002,41
"BGR",2014,43,43,40.8112143100666,43
"BGR",2015,41,41,41.1690058477338,41
"BHR",1987,NA,NA,72.9725274725258,72.9725274725258
"BHR",1988,NA,NA,72.061538461539,72.061538461539
"BHR",1989,NA,NA,71.1505494505527,71.1505494505527
"BHR",1990,NA,NA,70.2395604395664,70.2395604395664
"BHR",1991,NA,NA,69.3285714285796,69.3285714285796
"BHR",1992,NA,NA,68.4175824175933,68.4175824175933
"BHR",1993,NA,NA,67.5065934066064,67.5065934066064
"BHR",1994,NA,NA,66.5956043956201,66.5956043956201
"BHR",1995,NA,NA,65.6846153846337,65.6846153846337
"BHR",1996,NA,NA,64.7736263736469,64.7736263736469
"BHR",1997,NA,NA,63.8626373626606,63.8626373626606
"BHR",1998,NA,NA,62.9516483516738,62.9516483516738
"BHR",1999,NA,NA,62.0406593406875,62.0406593406875
"BHR",2000,NA,NA,61.1296703297012,61.1296703297012
"BHR",2001,NA,NA,60.2186813187144,60.2186813187144
"BHR",2002,NA,NA,59.3076923077281,59.3076923077281
"BHR",2003,61,61,58.3967032967417,61
"BHR",2004,58,58,57.485714285755,58
"BHR",2005,58,58,56.5747252747685,58
"BHR",2006,57,57,55.6637362637817,57
"BHR",2007,50,50,54.7527472527954,50
"BHR",2008,54,54,53.8417582418091,54
"BHR",2009,51,51,52.9307692308223,51
"BHR",2010,49,49,52.019780219836,49
"BHR",2011,51.1,51.1,51.1087912088492,51.1
"BHR",2012,51,51,50.1978021978629,51
"BHR",2013,48,48,49.2868131868765,48
"BHR",2014,49,49,48.3758241758898,49
"BHR",2015,51,51,47.4648351649034,51
"BHS",1987,NA,NA,86.0099999995409,86.0099999995409
"BHS",1988,NA,NA,85.4399999995589,85.4399999995589
"BHS",1989,NA,NA,84.8699999995777,84.8699999995777
"BHS",1990,NA,NA,84.2999999995964,84.2999999995964
"BHS",1991,NA,NA,83.7299999996146,83.7299999996146
"BHS",1992,NA,NA,83.1599999996333,83.1599999996333
"BHS",1993,NA,NA,82.5899999996516,82.5899999996516
"BHS",1994,NA,NA,82.0199999996701,82.0199999996701
"BHS",1995,NA,NA,81.4499999996888,81.4499999996888
"BHS",1996,NA,NA,80.879999999707,80.879999999707
"BHS",1997,NA,NA,80.3099999997257,80.3099999997257
"BHS",1998,NA,NA,79.739999999744,79.739999999744
"BHS",1999,NA,NA,79.1699999997627,79.1699999997627
"BHS",2000,NA,NA,78.5999999997812,78.5999999997812
"BHS",2001,NA,NA,78.0299999997994,78.0299999997994
"BHS",2002,NA,NA,77.4599999998181,77.4599999998181
"BHS",2003,NA,NA,76.8899999998368,76.8899999998368
"BHS",2004,NA,NA,76.3199999998551,76.3199999998551
"BHS",2005,NA,NA,75.7499999998736,75.7499999998736
"BHS",2006,NA,NA,75.1799999998918,75.1799999998918
"BHS",2007,NA,NA,74.6099999999105,74.6099999999105
"BHS",2008,NA,NA,74.0399999999293,74.0399999999293
"BHS",2009,NA,NA,73.4699999999475,73.4699999999475
"BHS",2010,NA,NA,72.8999999999662,72.8999999999662
"BHS",2011,72.9,72.9,72.3299999999842,72.9
"BHS",2012,71,71,71.7600000000029,71
"BHS",2013,71,71,71.1900000000217,71
"BHS",2014,71,71,70.6200000000399,71
"BHS",2015,NA,NA,70.0500000000586,70.0500000000586
"BIH",1987,NA,NA,14.763736263676,14.763736263676
"BIH",1988,NA,NA,15.6384615384022,15.6384615384022
"BIH",1989,NA,NA,16.5131868131302,16.5131868131302
"BIH",1990,NA,NA,17.3879120878573,17.3879120878573
"BIH",1991,NA,NA,18.2626373625844,18.2626373625844
"BIH",1992,NA,NA,19.1373626373115,19.1373626373115
"BIH",1993,NA,NA,20.0120879120395,20.0120879120395
"BIH",1994,NA,NA,20.8868131867666,20.8868131867666
"BIH",1995,NA,NA,21.7615384614937,21.7615384614937
"BIH",1996,NA,NA,22.6362637362199,22.6362637362199
"BIH",1997,NA,NA,23.5109890109479,23.5109890109479
"BIH",1998,NA,NA,24.3857142856741,24.3857142856741
"BIH",1999,NA,NA,25.2604395604012,25.2604395604012
"BIH",2000,NA,NA,26.1351648351283,26.1351648351283
"BIH",2001,NA,NA,27.0098901098554,27.0098901098554
"BIH",2002,NA,NA,27.8846153845834,27.8846153845834
"BIH",2003,33,33,28.7593406593105,33
"BIH",2004,31,31,29.6340659340376,31
"BIH",2005,29,29,30.5087912087647,29
"BIH",2006,29,29,31.3835164834918,29
"BIH",2007,33,33,32.2582417582189,33
"BIH",2008,32,32,33.132967032946,32
"BIH",2009,30,30,34.0076923076722,30
"BIH",2010,32,32,34.8824175823993,32
"BIH",2011,32.1,32.1,35.7571428571273,32.1
"BIH",2012,42,42,36.6318681318544,42
"BIH",2013,42,42,37.5065934065815,42
"BIH",2014,39,39,38.3813186813086,39
"BIH",2015,38,38,39.2560439560366,38
"BLR",1987,NA,NA,46.2656006240964,46.2656006240964
"BLR",1988,NA,NA,45.4783151326762,45.4783151326762
"BLR",1989,NA,NA,44.6910296412567,44.6910296412567
"BLR",1990,NA,NA,43.9037441498371,43.9037441498371
"BLR",1991,NA,NA,43.1164586584171,43.1164586584171
"BLR",1992,NA,NA,42.3291731669974,42.3291731669974
"BLR",1993,NA,NA,41.5418876755774,41.5418876755774
"BLR",1994,NA,NA,40.7546021841578,40.7546021841578
"BLR",1995,NA,NA,39.9673166927382,39.9673166927382
"BLR",1996,NA,NA,39.1800312013181,39.1800312013181
"BLR",1997,NA,NA,38.3927457098986,38.3927457098986
"BLR",1998,39,39,37.6054602184785,39
"BLR",1999,34,34,36.8181747270589,34
"BLR",2000,41,41,36.0308892356393,41
